dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-18,   0.0,N,  ,  , 32.0,Y,  , 25.0,Y,  , 24.3,Y,  7.6,Y, 13.0,Y,  7.6,Y,  5.4,Y, 16.6,Y,  9.4,Y, 13.0,Y,  9.4,Y,NE   ,Y,N    ,Y,E    ,Y,E    ,Y,N    ,Y,SE   ,Y,NNE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-19,   0.2,N,  , 1, 34.0,Y,  , 25.0,Y,  , 24.1,Y,  7.6,Y,  7.6,Y,  9.4,Y, 11.2,Y, 16.6,Y, 25.9,Y, 16.6,Y,  7.6,Y,E    ,Y,E    ,Y,E    ,Y,ENE  ,Y,NNE  ,Y,N    ,Y,NNE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-20,   0.0,N,  ,  , 33.0,Y,  , 25.0,Y,  , 24.1,Y,  9.4,Y,  9.4,Y,  9.4,Y, 11.2,Y, 16.6,Y, 13.0,Y,  9.4,Y,  5.4,Y,E    ,Y,E    ,Y,E    ,Y,N    ,Y,N    ,Y,N    ,Y,N    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-21,   0.0,N,  ,  , 33.0,Y,  , 26.0,Y,  , 24.4,Y, 13.0,Y,  9.4,Y, 16.6,Y,  7.6,Y, 14.8,Y, 20.5,Y, 22.3,Y, 31.3,Y,NW   ,Y,NW   ,Y,N    ,Y,W    ,Y,NNW  ,Y,N    ,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-22,   0.0,N,  ,  , 30.0,Y,  , 28.0,Y,  , 24.4,Y, 18.4,Y, 13.0,Y, 22.3,Y, 25.9,Y, 20.5,Y, 20.5,Y, 33.5,Y, 18.4,Y,NW   ,Y,WNW  ,Y,NW   ,Y,NNW  ,Y,NNW  ,Y,NW   ,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-23,  34.0,N,  , 1, 29.0,Y,  , 25.0,Y,  , 24.6,Y, 18.4,Y, 18.4,Y,  5.4,Y, 13.0,Y, 11.2,Y, 31.3,Y, 31.3,Y, 35.3,Y,W    ,Y,W    ,Y,SE   ,Y,W    ,Y,NNW  ,Y,N    ,Y,NNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-24,  17.0,N,  , 1, 31.0,Y,  , 26.0,Y,  , 24.7,Y, 24.1,Y, 22.3,Y, 24.1,Y,  7.6,Y, 20.5,Y, 29.5,Y, 25.9,Y, 16.6,Y,WNW  ,Y,NW   ,Y,WNW  ,Y,NE   ,Y,NW   ,Y,WNW  ,Y,WNW  ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-25,  20.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 24.5,Y, 22.3,Y, 20.5,Y, 18.4,Y, 29.5,Y, 16.6,Y, 22.3,Y, 25.9,Y, 29.5,Y,WNW  ,Y,W    ,Y,W    ,Y,SSW  ,Y,NW   ,Y,NNW  ,Y,NNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-26,   0.8,N,  , 1, 32.0,Y,  , 26.0,Y,  , 25.2,Y, 25.9,Y, 27.7,Y, 29.5,Y, 24.1,Y, 25.9,Y, 27.7,Y, 25.9,Y,     , ,W    ,Y,W    ,Y,WNW  ,Y,W    ,Y,W    ,Y,NW   ,Y,NNW  ,Y,     , ,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-27,  19.0,N,  , 1, 32.0,Y,  , 24.0,Y,  , 24.8,Y, 35.3,Y, 22.3,Y, 20.5,Y, 16.6,Y, 20.5,Y, 24.1,Y, 31.3,Y, 29.5,Y,W    ,Y,SSW  ,Y,W    ,Y,W    ,Y,W    ,Y,NW   ,Y,W    ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-28,   0.0,N,  ,  , 31.0,Y,  , 27.0,Y,  , 24.7,Y, 18.4,Y, 16.6,Y, 20.5,Y, 13.0,Y, 20.5,Y, 29.5,Y, 24.1,Y, 18.4,Y,SW   ,Y,SW   ,Y,SW   ,Y,S    ,Y,WNW  ,Y,N    ,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-29,  39.0,N,  , 1, 31.0,Y,  , 24.0,Y,  , 24.2,Y, 20.5,Y,  9.4,Y, 16.6,Y,  5.4,Y, 13.0,Y, 18.4,Y, 16.6,Y, 14.8,Y,W    ,Y,SE   ,Y,SSW  ,Y,S    ,Y,SSE  ,Y,N    ,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-30,   0.2,N,  , 1, 32.0,Y,  , 25.0,Y,  , 24.3,Y,  9.4,Y, 11.2,Y, 14.8,Y, 16.6,Y, 16.6,Y, 20.5,Y, 25.9,Y, 22.3,Y,NW   ,Y,W    ,Y,S    ,Y,WSW  ,Y,W    ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,1999-12-31,  10.0,N,  , 1, 32.0,Y,  , 23.0,Y,  , 24.1,Y, 11.2,Y, 24.1,Y, 14.8,Y, 22.3,Y, 22.3,Y, 20.5,Y, 18.4,Y, 11.2,Y,WNW  ,Y,W    ,Y,NW   ,Y,NNW  ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,SSW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-01,  28.0,N,  , 1, 31.0,Y,  , 24.0,Y,  , 24.1,Y, 11.2,Y,  0.0,Y,  7.6,Y, 16.6,Y, 13.0,Y, 18.4,Y, 14.8,Y,  9.4,Y,SE   ,Y,CALM ,Y,E    ,Y,N    ,Y,N    ,Y,N    ,Y,N    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-02,   0.0,N,  ,  , 32.0,Y,  , 24.0,Y,  , 24.1,Y,  9.4,Y,  9.4,Y,  9.4,Y, 14.8,Y, 16.6,Y, 18.4,Y, 20.5,Y, 13.0,Y,ESE  ,Y,SE   ,Y,SE   ,Y,N    ,Y,N    ,Y,N    ,Y,N    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-03,   0.2,N,  , 1, 33.0,Y,  , 25.0,Y,  , 24.3,Y, 11.2,Y, 11.2,Y,  7.6,Y,  5.4,Y, 13.0,Y, 20.5,Y, 22.3,Y, 13.0,Y,WNW  ,Y,SE   ,Y,SE   ,Y,E    ,Y,NNW  ,Y,N    ,Y,N    ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-04,   2.0,N,  , 1, 32.0,Y,  , 24.0,Y,  , 23.8,Y, 13.0,Y, 11.2,Y,  9.4,Y,  7.6,Y, 14.8,Y, 14.8,Y, 14.8,Y, 11.2,Y,W    ,Y,SSE  ,Y,SE   ,Y,ENE  ,Y,N    ,Y,NNW  ,Y,N    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-05,   0.0,N,  ,  , 33.0,Y,  , 25.0,Y,  , 24.4,Y,  9.4,Y,  9.4,Y, 11.2,Y, 22.3,Y, 16.6,Y, 16.6,Y, 16.6,Y, 11.2,Y,E    ,Y,ESE  ,Y,NE   ,Y,N    ,Y,N    ,Y,NNW  ,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-06,   0.0,N,  ,  , 33.0,Y,  , 26.0,Y,  , 24.6,Y,  7.6,Y,  9.4,Y, 16.6,Y, 13.0,Y, 16.6,Y, 25.9,Y, 20.5,Y, 16.6,Y,ENE  ,Y,NE   ,Y,N    ,Y,NW   ,Y,NNW  ,Y,NNW  ,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-07,   4.0,N,  , 1, 32.0,Y,  , 25.0,Y,  , 24.5,Y, 14.8,Y, 16.6,Y, 14.8,Y,  5.4,Y,  5.4,Y, 18.4,Y, 14.8,Y, 14.8,Y,NW   ,Y,WNW  ,Y,SW   ,Y,WNW  ,Y,ENE  ,Y,NW   ,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-08,   0.0,N,  ,  , 31.0,Y,  , 26.0,Y,  , 24.6,Y, 13.0,Y,  9.4,Y,  9.4,Y, 18.4,Y,  9.4,Y, 11.2,Y,  9.4,Y,  5.4,Y,W    ,Y,ESE  ,Y,ESE  ,Y,WSW  ,Y,NW   ,Y,WNW  ,Y,WNW  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-09,   2.0,N,  , 1, 31.0,Y,  , 26.0,Y,  , 25.0,Y,  7.6,Y,  1.8,Y, 16.6,Y,  9.4,Y, 13.0,Y, 13.0,Y, 14.8,Y, 13.0,Y,ESE  ,Y,ENE  ,Y,W    ,Y,WSW  ,Y,N    ,Y,NNW  ,Y,N    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-10,   3.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 24.5,Y,  3.6,Y,  9.4,Y,  7.6,Y,  7.6,Y, 14.8,Y, 14.8,Y,  9.4,Y, 11.2,Y,NNE  ,Y,E    ,Y,SSE  ,Y,E    ,Y,NNW  ,Y,NNW  ,Y,S    ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-11,  26.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 24.9,Y,  9.4,Y,  9.4,Y,  1.8,Y,  1.8,Y, 13.0,Y, 22.3,Y, 16.6,Y, 20.5,Y,SE   ,Y,SE   ,Y,ESE  ,Y,W    ,Y,NNW  ,Y,NW   ,Y,WNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-12,   0.0,N,  ,  , 33.0,Y,  , 28.0,Y,  , 25.1,Y, 20.5,Y, 24.1,Y, 20.5,Y, 22.3,Y, 22.3,Y, 22.3,Y, 29.5,Y, 29.5,Y,NW   ,Y,NW   ,Y,W    ,Y,W    ,Y,WNW  ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-13,   0.0,N,  ,  , 33.0,Y,  , 25.0,Y,  , 25.4,Y, 38.9,Y, 25.9,Y, 18.4,Y, 25.9,Y, 16.6,Y, 22.3,Y, 20.5,Y, 24.1,Y,WNW  ,Y,WSW  ,Y,W    ,Y,WSW  ,Y,WSW  ,Y,WNW  ,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-14,  33.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 23.9,Y, 18.4,Y, 16.6,Y, 16.6,Y, 16.6,Y, 11.2,Y, 11.2,Y, 13.0,Y, 11.2,Y,SSW  ,Y,W    ,Y,S    ,Y,SSE  ,Y,S    ,Y,NW   ,Y,WNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-15,   0.0,N,  ,  , 32.0,Y,  , 25.0,Y,  , 23.7,Y, 16.6,Y, 11.2,Y,  9.4,Y, 18.4,Y, 16.6,Y, 25.9,Y, 35.3,Y, 16.6,Y,WSW  ,Y,WSW  ,Y,SE   ,Y,WSW  ,Y,W    ,Y,NW   ,Y,NW   ,Y,S    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-16,   6.0,N,  , 1, 31.0,Y,  , 24.0,Y,  , 23.7,Y, 18.4,Y, 13.0,Y, 16.6,Y, 11.2,Y,  7.6,Y, 20.5,Y, 22.3,Y, 22.3,Y,WSW  ,Y,S    ,Y,WSW  ,Y,SW   ,Y,E    ,Y,N    ,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-17,   0.2,N,  , 1, 33.0,Y,  , 25.0,Y,  , 24.2,Y,  9.4,Y, 11.2,Y, 11.2,Y, 13.0,Y, 13.0,Y, 25.9,Y,  9.4,Y,  9.4,Y,SSE  ,Y,SSE  ,Y,SE   ,Y,SE   ,Y,ESE  ,Y,NNE  ,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-18,  34.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 24.0,Y,  9.4,Y,  7.6,Y,  9.4,Y, 22.3,Y, 16.6,Y, 20.5,Y,  5.4,Y, 14.8,Y,E    ,Y,ENE  ,Y,E    ,Y,NNE  ,Y,N    ,Y,N    ,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-19,  15.0,N,  , 1, 33.0,Y,  , 25.0,Y,  , 24.2,Y,  7.6,Y,  9.4,Y,  9.4,Y,  7.6,Y, 20.5,Y, 29.5,Y, 16.6,Y, 14.8,Y,SE   ,Y,ESE  ,Y,SSE  ,Y,E    ,Y,N    ,Y,N    ,Y,NNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-20,  50.0,N,  , 1, 30.0,Y,  , 24.0,Y,  , 23.8,Y, 16.6,Y, 11.2,Y, 16.6,Y, 18.4,Y, 16.6,Y, 16.6,Y, 14.8,Y, 13.0,Y,W    ,Y,N    ,Y,NW   ,Y,WNW  ,Y,WNW  ,Y,NNW  ,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-21,   0.4,N,  , 1, 32.0,Y,  , 26.0,Y,  , 24.1,Y, 18.4,Y, 35.3,Y, 27.7,Y, 22.3,Y, 20.5,Y, 22.3,Y, 25.9,Y, 22.3,Y,NW   ,Y,NW   ,Y,W    ,Y,WSW  ,Y,W    ,Y,NW   ,Y,W    ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-22,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  , 24.2,Y, 20.5,Y, 20.5,Y, 24.1,Y, 22.3,Y, 18.4,Y, 29.5,Y, 38.9,Y, 25.9,Y,W    ,Y,WNW  ,Y,W    ,Y,W    ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-23,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  , 23.7,Y, 29.5,Y, 27.7,Y, 25.9,Y, 27.7,Y, 20.5,Y, 29.5,Y, 25.9,Y, 24.1,Y,WNW  ,Y,W    ,Y,WSW  ,Y,WSW  ,Y,W    ,Y,WNW  ,Y,SW   ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-24,   0.0,N,  ,  , 32.0,Y,  , 26.0,Y,  , 24.3,Y, 25.9,Y, 29.5,Y, 22.3,Y, 20.5,Y, 24.1,Y, 22.3,Y, 27.7,Y, 24.1,Y,W    ,Y,W    ,Y,WSW  ,Y,W    ,Y,WSW  ,Y,NW   ,Y,NW   ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-25,   0.0,N,  ,  , 33.0,Y,  , 25.0,Y,  , 24.7,Y, 16.6,Y, 18.4,Y,  5.4,Y,  9.4,Y, 14.8,Y, 16.6,Y, 18.4,Y,  9.4,Y,WSW  ,Y,W    ,Y,SSE  ,Y,WSW  ,Y,WNW  ,Y,WNW  ,Y,W    ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-26,   0.0,N,  ,  , 33.0,Y,  , 25.0,Y,  , 24.1,Y,  9.4,Y,  9.4,Y, 11.2,Y, 11.2,Y, 11.2,Y, 13.0,Y, 13.0,Y,  7.6,Y,SE   ,Y,SE   ,Y,SSE  ,Y,WSW  ,Y,WNW  ,Y,NNW  ,Y,NE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-27,   0.0,N,  ,  , 33.0,Y,  , 24.0,Y,  , 23.5,Y,  9.4,Y,  9.4,Y,  9.4,Y,  7.6,Y, 11.2,Y, 16.6,Y,  5.4,Y,  7.6,Y,E    ,Y,E    ,Y,ESE  ,Y,WSW  ,Y,NNW  ,Y,N    ,Y,ENE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-28,   0.4,N,  , 1, 35.0,Y,  , 25.0,Y,  , 23.5,Y,  7.6,Y,  5.4,Y,  7.6,Y, 11.2,Y, 14.8,Y, 27.7,Y, 16.6,Y,  7.6,Y,SSE  ,Y,SE   ,Y,SE   ,Y,E    ,Y,E    ,Y,NNE  ,Y,NNE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-29,   0.0,N,  ,  , 33.0,Y,  , 26.0,Y,  , 24.7,Y,  7.6,Y,  7.6,Y,  9.4,Y, 11.2,Y, 13.0,Y, 18.4,Y,  7.6,Y,  7.6,Y,SSE  ,Y,E    ,Y,SE   ,Y,N    ,Y,N    ,Y,N    ,Y,SE   ,Y,WSW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-30,   8.0,N,  , 1,     , ,  , 25.0,Y,  , 25.0,Y,  9.4,Y,  7.6,Y, 20.5,Y, 16.6,Y, 11.2,Y, 14.8,Y, 14.8,Y, 11.2,Y,ESE  ,Y,SSE  ,Y,N    ,Y,NNW  ,Y,WNW  ,Y,WNW  ,Y,NW   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-31,      , ,  ,  , 33.0,Y,  ,     , ,  , 25.1,Y,  7.6,Y,  7.6,Y, 14.8,Y,     , , 16.6,Y, 20.5,Y, 20.5,Y, 13.0,Y,E    ,Y,SSE  ,Y,NW   ,Y,     , ,W    ,Y,NNW  ,Y,NNW  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-01,   0.6,N,  , 1, 32.0,Y,  , 25.0,Y,  , 24.5,Y,  9.4,Y,  9.4,Y, 11.2,Y,  3.6,Y,  5.4,Y, 14.8,Y, 13.0,Y,  7.6,Y,SE   ,Y,S    ,Y,S    ,Y,NE   ,Y,WNW  ,Y,N    ,Y,NNE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-02,   4.0,N,  , 1, 33.0,Y,  , 26.0,Y,  , 24.6,Y,  7.6,Y,  7.6,Y,  7.6,Y, 11.2,Y, 13.0,Y,  9.4,Y,  9.4,Y,  5.4,Y,ESE  ,Y,SE   ,Y,SE   ,Y,SE   ,Y,E    ,Y,ENE  ,Y,SE   ,Y,S    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-03,   2.0,N,  , 1, 28.0,Y,  , 25.0,Y,  , 24.5,Y,  7.6,Y,  7.6,Y,  7.6,Y,  9.4,Y, 13.0,Y,  9.4,Y,  7.6,Y,  7.6,Y,SSE  ,Y,SSE  ,Y,E    ,Y,SSE  ,Y,ESE  ,Y,E    ,Y,SSE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-04, 144.0,N,  , 1, 29.0,Y,  , 23.0,Y,  , 24.2,Y,  9.4,Y,  7.6,Y, 16.6,Y,  7.6,Y,  7.6,Y,  5.4,Y,  7.6,Y,  7.6,Y,SE   ,Y,SSE  ,Y,SE   ,Y,E    ,Y,ENE  ,Y,ESE  ,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-05,   4.0,N,  , 1, 31.0,Y,  , 24.0,Y,  , 24.5,Y,  7.6,Y,  7.6,Y,  7.6,Y,  7.6,Y,  7.6,Y, 11.2,Y, 27.7,Y, 20.5,Y,SE   ,Y,ESE  ,Y,SE   ,Y,ENE  ,Y,SE   ,Y,W    ,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-06,  11.0,N,  , 1, 29.0,Y,  , 24.0,Y,  , 24.2,Y, 13.0,Y,  5.4,Y,  7.6,Y,  3.6,Y,  7.6,Y,  3.6,Y,  0.0,Y,  7.6,Y,SSW  ,Y,SSE  ,Y,ESE  ,Y,ESE  ,Y,SSE  ,Y,NW   ,Y,CALM ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-07,  27.0,N,  , 1, 30.0,Y,  , 25.0,Y,  , 24.9,Y,  7.6,Y, 22.3,Y, 22.3,Y, 29.5,Y, 31.3,Y, 29.5,Y, 20.5,Y, 20.5,Y,N    ,Y,NNW  ,Y,NNW  ,Y,N    ,Y,NNW  ,Y,N    ,Y,NNW  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-08,  19.0,N,  , 1, 30.0,Y,  , 25.0,Y,  , 24.8,Y, 22.3,Y, 16.6,Y, 11.2,Y, 18.4,Y,  0.0,Y, 25.9,Y, 25.9,Y, 25.9,Y,N    ,Y,N    ,Y,NE   ,Y,NW   ,Y,CALM ,Y,NW   ,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-09,  14.0,N,  , 1, 32.0,Y,  , 25.0,Y,  , 24.2,Y,  9.4,Y,  9.4,Y,  9.4,Y,  7.6,Y, 14.8,Y,  5.4,Y,  9.4,Y, 13.0,Y,W    ,Y,ESE  ,Y,ESE  ,Y,ESE  ,Y,N    ,Y,E    ,Y,NNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-10,   0.0,N,  ,  , 32.0,Y,  , 26.0,Y,  , 24.8,Y,  9.4,Y,  9.4,Y,  9.4,Y,  7.6,Y, 16.6,Y, 14.8,Y, 27.7,Y, 11.2,Y,SE   ,Y,SE   ,Y,SE   ,Y,N    ,Y,NNW  ,Y,NW   ,Y,W    ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-11,  21.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 24.5,Y, 20.5,Y,  7.6,Y,  9.4,Y, 11.2,Y, 14.8,Y, 25.9,Y, 22.3,Y, 25.9,Y,WSW  ,Y,SSW  ,Y,W    ,Y,W    ,Y,NNW  ,Y,NW   ,Y,WNW  ,Y,SW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-12,  17.0,N,  , 1, 29.0,Y,  , 25.0,Y,  , 24.5,Y, 22.3,Y,  7.6,Y, 24.1,Y, 20.5,Y, 14.8,Y, 33.5,Y, 25.9,Y, 33.5,Y,WSW  ,Y,SE   ,Y,W    ,Y,WSW  ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-13,  19.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 24.2,Y, 27.7,Y, 25.9,Y, 20.5,Y, 13.0,Y, 16.6,Y, 20.5,Y, 22.3,Y, 22.3,Y,SW   ,Y,W    ,Y,WSW  ,Y,W    ,Y,NW   ,Y,NW   ,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-14,   0.2,N,  , 1, 31.0,Y,  , 26.0,Y,  , 24.6,Y, 20.5,Y, 18.4,Y, 14.8,Y, 22.3,Y, 25.9,Y, 25.9,Y, 25.9,Y, 33.5,Y,NW   ,Y,W    ,Y,W    ,Y,NW   ,Y,NW   ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-15,   0.0,N,  ,  , 31.0,Y,  , 24.0,Y,  , 23.6,Y, 18.4,Y, 11.2,Y, 20.5,Y, 22.3,Y, 14.8,Y, 13.0,Y, 16.6,Y, 29.5,Y,S    ,Y,SSE  ,Y,W    ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-16,   0.2,N,  , 1, 30.0,Y,  , 27.0,Y,  , 24.4,Y, 24.1,Y, 24.1,Y, 25.9,Y, 22.3,Y, 31.3,Y, 24.1,Y, 25.9,Y, 40.7,Y,WSW  ,Y,W    ,Y,WNW  ,Y,WNW  ,Y,WNW  ,Y,NW   ,Y,NW   ,Y,WSW  ,Y,#
