dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Wind speed at 00 hours Local Time measured in km/h,Quality of wind speed at 00 hours Local Time,Wind speed at 03 hours Local Time measured in km/h,Quality of wind speed at 03 hours Local Time,Wind speed at 06 hours Local Time measured in km/h,Quality of wind speed at 06 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 12 hours Local Time measured in km/h,Quality of wind speed at 12 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind speed at 18 hours Local Time measured in km/h,Quality of wind speed at 18 hours Local Time,Wind speed at 21 hours Local Time measured in km/h,Quality of wind speed at 21 hours Local Time,Wind direction at 00 hours Local Time as 16 compass point text,Quality of wind direction at 00 hours Local Time,Wind direction at 03 hours Local Time as 16 compass point text,Quality of wind direction at 03 hours Local Time,Wind direction at 06 hours Local Time as 16 compass point text,Quality of wind direction at 06 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 12 hours Local Time as 16 compass point text,Quality of wind direction at 12 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,Wind direction at 18 hours Local Time as 16 compass point text,Quality of wind direction at 18 hours Local Time,Wind direction at 21 hours Local Time as 16 compass point text,Quality of wind direction at 21 hours Local Time,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-22,   0.0,Y,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-23,  17.0,Y, 1, 1,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-24,  41.0,Y, 1, 1,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-25,   0.0,S,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-26,   0.0,Y,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-27,   0.0,Y,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-28,  12.0,Y, 1, 1,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-29,  16.0,Y, 1, 1,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-30,   0.0,Y,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,1999-12-31,   0.0,Y,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-01,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-02,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-03,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-04,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-05,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-06,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-07,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-08,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-09,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-10,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-11,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-12,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-13,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-14,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-15,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-16,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-17,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-18,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-19,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-20,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-21,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-22,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-23,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-24,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-25,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-26,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-27,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-28,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-29,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-30,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-01-31,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-01,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-02,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-03,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-04,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-05,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-06,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-07,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-08,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-09,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-10,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-11,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-12,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-13,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-14,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-15,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-16,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-17,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-18,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-19,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-20,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-21,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-22,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-23,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-24,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-25,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-26,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-27,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-28,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-02-29,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-01,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-02,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-03,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-04,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-05,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-06,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-07,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-08,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-09,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
dc, 14404,MILINGIMBI AIRPORT                      ,-12.0932,+134.8919,  15.0,2000-03-10,      , ,  ,  ,     , ,  ,     , ,  ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,#
