dc,Station Number,Station Name,Latitude,Longitude,Height above MSL,Month Day Year in YYYY-MM-DD format,Precipitation in the 24 hours before 9am (local time) in mm,Quality of precipitation value,Number of days of rain within the days of accumulation,Accumulated number of days over which the precipitation was measured,Maximum temperature in 24 hours after 9am (local time) in Degrees C,Quality of maximum temperature in 24 hours after 9am (local time),Days of accumulation of maximum temperature,Minimum temperature in 24 hours before 9am (local time) in Degrees C,Quality of minimum temperature in 24 hours before 9am (local time),Days of accumulation of minimum temperature,Average daily dew point temperature in Degrees C,Quality of overall dew point temperature observations used,Relative humidity for observation at 09 hours Local Time in percentage %,Quality of relative humidity for observation at 09 hours Local Time,Relative humidity for observation at 15 hours Local Time in percentage %,Quality of relative humidity for observation at 15 hours Local Time,Wind speed at 09 hours Local Time measured in km/h,Quality of wind speed at 09 hours Local Time,Wind speed at 15 hours Local Time measured in km/h,Quality of wind speed at 15 hours Local Time,Wind direction at 09 hours Local Time as 16 compass point text,Quality of wind direction at 09 hours Local Time,Wind direction at 15 hours Local Time as 16 compass point text,Quality of wind direction at 15 hours Local Time,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-29,   0.0,N,  ,  , 33.0,Y,  , 26.0,Y,  , 24.7,Y, 67,Y, 67,Y, 11.2,Y, 18.4,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-30,   8.0,N,  , 1,     , ,  , 25.0,Y,  , 25.0,Y, 81,Y, 65,Y, 16.6,Y, 14.8,Y,NNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-01-31,      , ,  ,  , 33.0,Y,  ,     , ,  , 25.1,Y,   , , 66,Y,     , , 20.5,Y,     , ,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-01,   0.6,N,  , 1, 32.0,Y,  , 25.0,Y,  , 24.5,Y, 75,Y, 68,Y,  3.6,Y, 14.8,Y,NE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-02,   4.0,N,  , 1, 33.0,Y,  , 26.0,Y,  , 24.6,Y, 72,Y, 84,Y, 11.2,Y,  9.4,Y,SE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-03,   2.0,N,  , 1, 28.0,Y,  , 25.0,Y,  , 24.5,Y, 85,Y, 94,Y,  9.4,Y,  9.4,Y,SSE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-04, 144.0,N,  , 1, 29.0,Y,  , 23.0,Y,  , 24.2,Y, 97,Y, 85,Y,  7.6,Y,  5.4,Y,E    ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-05,   4.0,N,  , 1, 31.0,Y,  , 24.0,Y,  , 24.5,Y, 82,Y, 67,Y,  7.6,Y, 11.2,Y,ENE  ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-06,  11.0,N,  , 1, 29.0,Y,  , 24.0,Y,  , 24.2,Y, 96,Y, 89,Y,  3.6,Y,  3.6,Y,ESE  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-07,  27.0,N,  , 1, 30.0,Y,  , 25.0,Y,  , 24.9,Y, 79,Y, 80,Y, 29.5,Y, 29.5,Y,N    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-08,  19.0,N,  , 1, 30.0,Y,  , 25.0,Y,  , 24.8,Y, 81,Y, 77,Y, 18.4,Y, 25.9,Y,NW   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-09,  14.0,N,  , 1, 32.0,Y,  , 25.0,Y,  , 24.2,Y, 78,Y, 71,Y,  7.6,Y,  5.4,Y,ESE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-10,   0.0,N,  ,  , 32.0,Y,  , 26.0,Y,  , 24.8,Y, 74,Y, 67,Y,  7.6,Y, 14.8,Y,N    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-11,  21.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 24.5,Y, 80,Y, 92,Y, 11.2,Y, 25.9,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-12,  17.0,N,  , 1, 29.0,Y,  , 25.0,Y,  , 24.5,Y, 79,Y, 92,Y, 20.5,Y, 33.5,Y,WSW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-13,  19.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 24.2,Y, 77,Y, 70,Y, 13.0,Y, 20.5,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-14,   0.2,N,  , 1, 31.0,Y,  , 26.0,Y,  , 24.6,Y, 80,Y, 75,Y, 22.3,Y, 25.9,Y,NW   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-15,   0.0,N,  ,  , 31.0,Y,  , 24.0,Y,  , 23.6,Y, 76,Y, 68,Y, 22.3,Y, 13.0,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-16,   0.2,N,  , 1, 30.0,Y,  , 27.0,Y,  , 24.4,Y, 78,Y, 84,Y, 22.3,Y, 24.1,Y,WNW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-17,  18.0,N,  , 1, 30.0,Y,  , 25.0,Y,  , 24.6,Y, 77,Y, 78,Y, 18.4,Y, 25.9,Y,WNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-18,  26.0,N,  , 1, 32.0,Y,  , 25.0,Y,  , 24.6,Y, 75,Y, 68,Y, 13.0,Y, 18.4,Y,NNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-19,   0.0,N,  ,  , 31.0,Y,  , 26.0,Y,  , 24.3,Y, 75,Y, 70,Y, 11.2,Y, 13.0,Y,WNW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-20,   0.0,N,  ,  , 32.0,Y,  , 25.0,Y,  , 24.5,Y, 81,Y, 65,Y, 13.0,Y, 13.0,Y,SSW  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-21,   0.0,N,  ,  , 32.0,Y,  , 28.0,Y,  , 25.4,Y, 77,Y, 70,Y, 18.4,Y, 20.5,Y,WSW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-22,   0.8,N,  , 1,     , ,  , 26.0,Y,  , 25.7,Y, 78,Y, 72,Y, 24.1,Y, 22.3,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-23,      , ,  ,  , 32.0,Y,  ,     , ,  , 24.6,Y,   , , 77,Y,     , , 20.5,Y,     , ,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-24,   7.0,N,  , 1, 30.0,Y,  , 24.0,Y,  , 25.3,Y, 82,Y, 78,Y, 20.5,Y, 25.9,Y,W    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-25,   7.0,N,  , 1, 31.0,Y,  , 26.0,Y,  , 25.4,Y, 79,Y,   , , 22.3,Y,     , ,NW   ,Y,     , ,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-26,   3.0,N,  , 1, 29.0,Y,  , 27.0,Y,  , 25.2,Y, 88,Y, 83,Y, 22.3,Y, 14.8,Y,W    ,Y,W    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-27,  23.0,N,  , 1,     , ,  , 25.0,Y,  , 24.6,Y, 77,Y, 88,Y, 16.6,Y, 44.3,Y,W    ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-28,      , ,  ,  , 32.0,Y,  ,     , ,  , 24.4,Y,   , , 70,Y,     , , 24.1,Y,     , ,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-02-29,      , ,  ,  , 31.0,Y,  , 25.0,Y,  , 24.9,Y, 83,Y, 72,Y, 16.6,Y, 25.9,Y,WSW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-01,  21.0,N,  , 1,     , ,  , 26.0,Y,  , 25.0,Y, 81,Y, 94,Y, 33.5,Y, 53.6,Y,WNW  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-02,      , ,  ,  , 30.0,Y,  ,     , ,  , 24.9,Y,   , , 88,Y,     , , 37.1,Y,     , ,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-03,      , ,  ,  ,     , ,  , 24.0,Y,  , 24.2,Y, 88,Y, 75,Y, 16.6,Y, 20.5,Y,NNE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-04,      , ,  ,  ,     , ,  ,     , ,  , 24.0,Y,   , , 76,Y,     , , 16.6,Y,     , ,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-05,      , ,  ,  ,     , ,  ,     , ,  , 24.2,Y,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-06,      , ,  ,  , 31.0,Y,  ,     , ,  , 25.2,Y,   , , 80,Y,     , , 14.8,Y,     , ,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-07,      , ,  ,  , 31.0,Y,  , 25.0,Y,  , 24.9,Y, 96,Y, 75,Y,  7.6,Y, 13.0,Y,SE   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-08,   6.0,N,  , 1, 31.0,Y,  , 24.0,Y,  , 24.3,Y, 88,Y, 73,Y,  9.4,Y, 18.4,Y,E    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-09,   9.0,N,  , 1, 30.0,Y,  , 25.0,Y,  , 24.5,Y, 88,Y, 76,Y,  7.6,Y,  7.6,Y,ESE  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-10,  12.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 21.9,Y, 77,Y, 57,Y,  5.4,Y, 11.2,Y,S    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-11,   0.0,N,  ,  , 31.0,Y,  , 24.0,Y,  , 21.3,Y,   , ,   , , 13.0,Y, 11.2,Y,SSW  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-12,   6.0,N,  , 1, 29.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  0.0,Y, 11.2,Y,CALM ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-13,  26.0,N,  , 1, 29.0,Y,  , 23.0,Y,  ,     , ,   , ,   , ,  5.4,Y, 18.4,Y,S    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-14,   8.0,N,  , 1, 30.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  1.8,Y, 16.6,Y,SE   ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-15,   4.0,N,  , 1, 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  7.6,Y,ESE  ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-16,   3.0,N,  , 1, 31.0,Y,  , 24.0,Y,  , 24.8,Y,   , , 85,Y,  9.4,Y, 13.0,Y,ESE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-17,      , ,  ,  , 31.0,Y,  , 25.0,Y,  , 25.2,Y, 88,Y, 69,Y,  7.6,Y, 18.4,Y,SE   ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-18,  26.0,N,  , 1, 31.0,Y,  , 25.0,Y,  , 25.2,Y, 97,Y, 81,Y, 11.2,Y,  9.4,Y,NNE  ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-19,  30.0,N,  , 1, 30.0,Y,  , 25.0,Y,  , 25.6,Y, 98,Y, 82,Y,  9.4,Y,  7.6,Y,SE   ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-20,   0.8,N,  , 1, 31.0,Y,  , 24.0,Y,  , 24.5,Y, 74,Y, 97,Y,  7.6,Y, 11.2,Y,ESE  ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-21,  11.0,N,  , 1, 31.0,Y,  , 24.0,Y,  , 24.7,Y, 84,Y, 98,Y, 16.6,Y, 18.4,Y,S    ,Y,WSW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-22,  35.0,N,  , 1, 31.0,Y,  , 23.0,Y,  , 24.3,Y, 81,Y, 67,Y,  5.4,Y, 14.8,Y,SSE  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-23,   0.0,N,  ,  , 32.0,Y,  , 24.0,Y,  , 24.9,Y, 78,Y, 68,Y,  7.6,Y, 16.6,Y,ESE  ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-24,   0.0,N,  ,  , 33.0,Y,  , 24.0,Y,  , 24.6,Y, 78,Y, 66,Y,  7.6,Y, 20.5,Y,E    ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-25,  12.0,N,  , 1, 33.0,Y,  , 24.0,Y,  , 25.2,Y, 84,Y, 98,Y,  9.4,Y, 22.3,Y,SE   ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-26,   8.0,N,  , 1, 31.0,Y,  , 23.0,Y,  , 24.8,Y, 92,Y, 75,Y,  5.4,Y, 14.8,Y,SSE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-27,   3.0,N,  , 1, 31.0,Y,  , 24.0,Y,  , 24.9,Y, 81,Y, 73,Y,  9.4,Y, 20.5,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-28,   9.0,N,  , 1, 33.0,Y,  , 25.0,Y,  , 25.2,Y, 90,Y, 75,Y,  9.4,Y, 18.4,Y,SSE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-29,   0.0,N,  ,  , 33.0,Y,  , 25.0,Y,  , 24.8,Y, 83,Y, 60,Y,  9.4,Y, 20.5,Y,ESE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-30,   0.0,N,  ,  , 32.0,Y,  , 24.0,Y,  , 24.4,Y, 71,Y, 65,Y,  7.6,Y, 14.8,Y,E    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-03-31,   0.0,N,  ,  , 33.0,Y,  , 24.0,Y,  , 24.9,Y, 98,Y, 64,Y,  5.4,Y, 20.5,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-01,   4.0,N,  , 1, 32.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 18.4,Y,SSE  ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-02,   0.8,N,  , 1, 33.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  9.4,Y,SSE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-03,   5.0,N,  , 1, 33.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  7.6,Y, 25.9,Y,E    ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-04,   0.6,N,  , 1, 32.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 18.4,Y,ESE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-05,   0.2,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  9.4,Y,E    ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-06,  30.0,N,  , 1, 30.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  5.4,Y, 16.6,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-07,  31.0,N,  , 1, 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  7.6,Y,SE   ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-08,  33.0,N,  , 1, 30.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  1.8,Y, 16.6,Y,SSE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-09,   7.0,N,  , 1, 31.0,Y,  , 23.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  1.8,Y,SW   ,Y,WSW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-10,  14.0,N,  , 1, 30.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 16.6,Y, 16.6,Y,NNE  ,Y,NNE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-11,   0.0,N,  ,  , 32.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 13.0,Y, 14.8,Y,SSE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-12,  23.0,N,  , 1, 27.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 13.0,Y,  9.4,Y,ESE  ,Y,S    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-13,  17.0,N,  , 1, 28.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 13.0,Y, 11.2,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-14,  15.0,N,  , 1, 28.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 11.2,Y,  1.8,Y,SSE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-15,  22.0,N,  , 1, 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 11.2,Y, 13.0,Y,SE   ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-16,   8.0,N,  , 1, 29.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 14.8,Y, 14.8,Y,S    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-17,   6.0,N,  , 1, 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 11.2,Y, 14.8,Y,S    ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-18,   2.0,N,  , 1, 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 13.0,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-19,   1.0,N,  , 1, 33.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 11.2,Y, 13.0,Y,SE   ,Y,ENE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-20,   0.2,N,  , 1, 32.0,Y,  , 25.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 13.0,Y,E    ,Y,NE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-21,   0.0,N,  ,  , 33.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 20.5,Y,ESE  ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-22,   1.0,N,  , 1, 33.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 20.5,Y,SE   ,Y,N    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-23,   0.2,N,  , 1,     , ,  , 26.0,Y,  ,     , ,   , ,   , ,  7.6,Y,  9.4,Y,E    ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-24,      , ,  ,  , 28.0,Y,  ,     , ,  ,     , ,   , ,   , ,     , , 14.8,Y,     , ,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-25,      , ,  ,  , 30.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 16.6,Y, 13.0,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-26,  16.0,N,  , 1,     , ,  , 23.0,Y,  ,     , ,   , ,   , , 16.6,Y, 11.2,Y,SSE  ,Y,WNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-27,      , ,  ,  , 32.0,Y,  ,     , ,  ,     , ,   , ,   , ,     , ,  9.4,Y,     , ,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-28,      , ,  ,  , 33.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 16.6,Y, 11.2,Y,S    ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-29,   0.2,N,  , 1, 33.0,Y,  , 23.0,Y,  ,     , ,   , ,   , , 13.0,Y, 18.4,Y,S    ,Y,NW   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-04-30,   0.2,N,  , 1, 31.0,Y,  , 23.0,Y,  ,     , ,   , ,   , ,  7.6,Y, 14.8,Y,SE   ,Y,NNW  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-01,   0.0,N,  ,  , 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , ,  9.4,Y,  9.4,Y,WSW  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-02,   0.6,N,  , 1,     , ,  , 24.0,Y,  ,     , ,   , ,   , , 14.8,Y, 14.8,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-03,      , ,  ,  , 32.0,Y,  ,     , ,  ,     , ,   , ,   , ,     , , 14.8,Y,     , ,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-04,      , ,  ,  , 31.0,Y,  , 23.0,Y,  ,     , ,   , ,   , , 16.6,Y, 13.0,Y,ESE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-05,   0.0,N,  ,  , 31.0,Y,  , 22.0,Y,  ,     , ,   , ,   , , 18.4,Y, 14.8,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-06,   0.0,N,  ,  , 30.0,Y,  , 23.0,Y,  ,     , ,   , ,   , , 18.4,Y, 18.4,Y,SSE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-07,   0.0,N,  ,  , 31.0,Y,  , 22.0,Y,  ,     , ,   , ,   , , 22.3,Y, 22.3,Y,SSE  ,Y,SSE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-08,   0.0,N,  ,  , 30.0,Y,  , 23.0,Y,  ,     , ,   , ,   , , 22.3,Y, 18.4,Y,SSE  ,Y,SE   ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-09,  25.0,N,  , 1, 31.0,Y,  , 23.0,Y,  ,     , ,   , ,   , ,  9.4,Y, 14.8,Y,ESE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-10,   0.0,N,  ,  , 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 16.6,Y, 20.5,Y,SSE  ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-11,   0.6,N,  , 1, 31.0,Y,  , 24.0,Y,  ,     , ,   , ,   , , 16.6,Y, 13.0,Y,SE   ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-12,  72.0,N,  , 1,     , ,  , 23.0,Y,  ,     , ,   , ,   , , 13.0,Y,  7.6,Y,ENE  ,Y,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-13,      , ,  ,  ,     , ,  ,     , ,  ,     , ,   , ,   , ,     , ,     , ,     , ,     , ,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-14,      , ,  ,  , 31.0,Y,  ,     , ,  ,     , ,   , ,   , ,     , , 11.2,Y,     , ,E    ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-15,      , ,  ,  , 31.0,Y,  , 25.0,Y,  ,     , ,   , ,   , , 13.0,Y, 16.6,Y,SE   ,Y,ESE  ,Y,#
dc, 14517,NGAYAWILI                               ,-11.9971,+135.5726,   8.1,2000-05-16,   0.0,N,  ,  , 31.0,Y,  , 22.0,Y,  ,     , ,   , ,   , , 13.0,Y, 16.6,Y,SE   ,Y,ESE  ,Y,#
